Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total charges,Area code_415,Area code_510
58,0,0,0,234.8,89,106.8,131,178.5,122,9.9,6,0,0,59.7,False,True
156,0,0,0,123.7,96,103.0,80,189.4,82,13.1,4,1,0,41.85,False,True
166,0,0,0,173.9,103,276.4,83,190.8,113,15.3,5,0,0,65.77,False,True
75,0,0,0,314.6,102,169.8,86,285.1,100,5.7,3,2,1,82.28,True,False
83,0,0,0,227.9,78,207.5,115,211.7,100,12.1,5,1,0,69.17999999999999,False,True
243,0,0,0,95.5,92,163.7,63,264.2,118,6.6,6,2,0,43.82,False,True
150,0,0,0,146.3,133,202.7,95,234.7,103,13.1,3,1,0,56.2,True,False
92,0,1,16,184.0,99,76.4,134,185.1,96,12.7,3,2,0,49.53,False,True
80,0,0,0,105.8,110,43.9,88,189.6,87,13.1,5,0,0,33.79,True,False
134,0,0,0,178.0,110,153.8,64,236.6,105,11.7,4,1,0,57.14,True,False
77,0,1,24,149.4,74,123.9,72,174.3,84,10.1,6,1,0,46.49999999999999,False,True
147,0,0,0,209.4,104,132.5,78,149.4,123,11.3,3,2,0,56.629999999999995,False,True
74,0,0,0,172.1,105,211.7,99,182.2,105,11.6,6,1,0,58.580000000000005,True,False
138,1,0,0,169.3,82,217.9,147,184.2,77,9.4,9,1,0,58.129999999999995,False,True
64,0,0,0,194.2,147,173.4,87,268.7,114,5.5,2,2,0,61.330000000000005,True,False
120,0,0,0,198.8,56,230.1,73,119.8,81,9.9,3,2,0,61.42,False,True
121,1,0,0,167.7,94,93.7,121,241.3,115,13.4,1,3,1,50.949999999999996,False,False
88,0,0,0,202.2,86,216.8,93,239.4,99,11.8,2,2,0,66.75999999999999,True,False
104,0,0,0,76.4,116,115.6,74,226.3,94,9.4,3,3,0,35.54,True,False
27,0,0,0,72.7,75,208.6,117,65.8,71,9.9,3,1,0,35.72,False,True
81,0,1,31,210.4,100,225.5,97,168.7,120,9.7,4,0,0,65.15,True,False
64,1,1,33,127.2,93,162.9,104,247.4,109,8.1,13,0,0,48.79,False,True
107,0,1,28,201.8,79,304.9,128,225.6,133,11.9,8,1,0,73.59,False,True
88,0,1,17,219.5,78,222.1,94,188.3,92,16.1,5,1,0,69.02,True,False
111,0,0,0,99.3,112,270.5,136,225.3,94,9.0,6,3,0,52.44,False,False
77,0,0,0,239.2,114,150.0,115,160.8,81,10.3,2,5,0,63.43,True,False
67,1,0,0,120.9,58,235.0,88,95.1,130,11.4,11,2,0,47.89,True,False
102,0,0,0,224.7,81,129.4,112,167.6,109,15.8,6,1,0,61.010000000000005,False,False
146,0,1,19,176.6,88,162.7,66,215.5,98,14.6,6,1,0,57.489999999999995,False,False
96,0,0,0,180.6,92,190.9,114,295.6,125,10.3,4,1,1,63.010000000000005,True,False
149,0,0,0,237.6,79,192.4,107,207.4,111,9.1,9,0,0,68.53,False,False
129,0,0,0,198.4,91,264.7,106,111.4,101,9.2,2,2,0,63.71999999999999,True,False
166,0,0,0,274.3,110,52.9,109,246.1,119,10.9,5,0,0,65.14,False,False
149,0,0,0,217.7,91,273.5,74,226.9,99,9.6,3,3,0,73.06,False,True
70,0,0,0,134.7,96,235.9,90,260.2,113,7.6,6,3,0,56.71,True,False
66,0,0,0,256.3,135,180.2,106,187.3,135,6.2,7,2,0,68.99,False,True
160,0,0,0,176.2,90,196.0,115,263.9,95,9.2,4,1,0,60.97,True,False
129,0,1,37,205.0,94,165.4,103,185.0,81,11.7,8,1,0,60.39,True,False
93,0,0,0,267.9,114,223.0,74,262.7,90,11.3,3,3,1,79.36999999999999,False,False
169,0,0,0,179.2,111,175.2,130,228.6,92,9.9,6,2,0,58.31,True,False
58,0,0,0,149.4,145,196.5,105,209.5,108,14.9,3,1,0,55.55,True,False
45,0,0,0,207.6,71,152.7,94,217.8,125,12.4,13,1,0,61.419999999999995,False,False
155,0,0,0,165.4,108,183.7,103,80.2,108,8.9,4,3,0,49.74,False,True
52,0,0,0,209.8,114,171.3,82,154.6,119,9.9,9,4,0,59.86000000000001,True,False
119,0,1,27,220.1,128,268.2,133,146.5,80,11.1,3,0,0,69.81,True,False
86,0,0,0,141.3,72,154.3,95,210.6,91,8.2,5,1,0,48.830000000000005,False,True
42,0,0,0,196.5,89,241.3,123,143.2,105,4.0,7,0,0,61.44,False,False
123,0,0,0,105.0,150,251.6,90,258.0,93,14.9,5,0,0,54.870000000000005,False,False
98,0,0,0,271.4,119,190.4,102,284.7,118,11.1,6,4,1,78.13,False,True
149,0,1,43,206.7,79,174.6,122,241.5,80,10.9,3,1,0,63.79,False,True
160,0,0,0,166.8,109,236.0,117,307.6,77,9.3,1,1,0,64.77000000000001,False,False
103,0,0,0,204.9,107,135.2,102,208.2,106,10.4,3,5,0,58.5,True,False
132,0,1,15,154.6,128,245.6,106,148.6,90,9.1,4,1,0,56.309999999999995,True,False
137,0,0,0,127.0,107,323.2,75,143.9,127,7.5,2,1,0,57.57000000000001,True,False
129,1,0,0,267.4,78,204.2,85,111.7,146,5.9,4,1,0,69.44,True,False
62,0,0,0,281.0,66,160.6,108,77.9,74,0.0,0,1,0,64.93,True,False
32,0,0,0,171.2,82,185.6,102,203.3,64,10.2,7,1,0,56.78,False,False
86,0,0,0,124.1,82,202.6,120,289.6,119,6.7,8,3,0,53.160000000000004,False,True
130,0,0,0,162.8,113,290.3,111,114.9,140,7.2,3,1,0,59.47,True,False
42,0,0,0,146.3,84,255.9,113,45.0,117,8.0,12,1,0,50.81,False,False
73,0,0,0,254.8,85,143.4,80,153.9,102,15.0,7,2,0,66.49,True,False
66,0,1,26,254.9,108,243.2,135,190.8,95,5.4,3,2,0,74.05,False,False
103,0,1,31,107.7,124,188.9,104,196.2,98,8.9,3,0,0,45.599999999999994,False,True
128,0,0,0,158.8,75,264.8,91,270.0,77,7.6,7,1,0,63.71,False,False
104,0,0,0,182.9,113,239.6,85,229.8,104,5.5,4,2,0,63.29,True,False
103,0,0,0,198.5,112,42.5,90,179.2,124,12.4,5,0,0,48.77,True,False
87,0,0,0,110.9,91,158.5,115,207.5,131,6.2,5,1,0,43.33,False,True
109,0,1,27,166.9,85,221.2,92,197.3,97,12.3,4,1,1,59.370000000000005,True,False
97,0,0,0,120.8,96,169.8,101,194.1,63,11.9,3,4,1,46.910000000000004,False,True
106,0,0,0,165.3,118,210.0,101,187.2,93,8.5,3,2,0,56.67,True,False
125,0,0,0,126.7,113,155.5,131,206.2,112,14.4,7,2,0,47.93,True,False
108,0,1,35,215.9,106,200.6,107,195.4,107,15.5,7,0,0,66.73,False,False
125,0,0,0,140.1,132,209.6,126,264.1,77,8.0,2,1,0,55.68000000000001,True,False
72,1,1,29,139.8,114,138.2,91,221.0,88,5.5,6,0,0,46.96,False,True
23,0,0,0,321.6,107,251.6,115,141.1,158,11.3,3,2,1,85.46,False,True
149,0,0,0,166.6,61,218.8,107,208.3,131,8.2,6,7,0,58.5,False,True
73,0,0,0,214.2,90,196.8,78,157.9,112,5.9,8,0,0,61.84,True,False
61,0,0,0,260.0,123,210.5,127,234.7,70,9.0,3,1,1,75.08000000000001,True,False
161,0,0,0,191.9,113,70.9,87,204.8,107,13.4,4,4,1,51.489999999999995,True,False
118,0,1,24,118.1,83,109.6,72,245.5,73,16.9,2,1,0,45.010000000000005,True,False
23,0,0,0,190.2,89,166.4,108,219.8,73,15.0,4,6,0,60.41,False,False
127,0,1,25,82.2,95,163.3,109,264.9,104,5.1,6,0,0,41.150000000000006,True,False
42,0,1,32,163.8,80,177.8,123,190.4,106,8.1,5,0,0,53.72,True,False
118,0,0,0,267.8,145,316.4,121,208.6,91,14.4,11,5,1,85.7,True,False
45,0,0,0,159.8,91,120.4,86,163.0,93,10.6,3,2,0,47.60000000000001,False,True
50,0,1,24,214.3,129,289.8,55,312.5,130,10.6,4,1,0,77.98,False,False
179,0,0,0,287.3,123,288.0,114,266.0,112,10.5,4,0,1,88.13000000000001,False,True
152,0,0,0,101.2,122,141.6,87,198.5,124,7.5,3,2,0,40.2,False,False
105,0,0,0,102.8,74,281.7,125,228.1,113,13.2,5,2,0,55.24,True,False
72,0,0,0,109.1,97,115.7,96,295.8,84,8.3,6,0,0,43.93000000000001,True,False
52,0,0,0,215.9,67,217.0,108,342.8,130,5.2,2,1,0,71.98000000000002,False,False
125,0,0,0,203.4,110,128.7,97,190.5,113,11.0,4,1,0,57.059999999999995,True,False
143,0,0,0,110.1,113,169.0,59,166.7,94,9.2,2,1,0,43.06999999999999,False,True
65,0,0,0,111.0,51,219.8,84,202.0,89,4.4,14,1,0,47.83,True,False
80,0,0,0,239.9,121,142.3,51,364.3,106,9.3,5,1,0,71.78000000000002,True,False
43,0,0,0,84.2,134,80.8,103,196.1,79,10.8,2,1,0,32.92,True,False
143,0,0,0,209.1,127,106.1,80,179.6,90,14.0,6,0,0,56.42999999999999,True,False
81,0,1,24,130.1,117,196.0,61,139.3,123,11.4,5,0,0,48.129999999999995,True,False
205,0,1,24,175.8,139,155.0,98,180.7,64,7.8,5,2,0,53.31,False,True
24,0,0,0,241.9,104,145.2,112,214.5,105,6.6,5,1,0,64.88999999999999,True,False
74,0,0,0,136.7,106,228.6,105,265.3,114,9.8,4,0,0,57.26,True,False
74,0,0,0,200.4,87,309.2,105,152.1,118,10.0,2,1,0,69.89,True,False
74,1,0,0,125.8,103,207.7,96,207.4,143,14.1,4,1,1,52.18,False,True
200,0,0,0,128.2,87,133.2,105,177.6,123,11.2,2,1,0,44.120000000000005,False,False
86,0,0,0,226.3,88,223.0,107,255.6,92,13.0,3,4,0,72.44000000000001,False,False
91,0,1,37,162.3,107,233.9,115,277.4,94,9.2,4,0,0,62.43,False,True
130,0,0,0,120.5,127,189.7,52,270.1,107,14.3,2,1,0,52.62,True,False
56,0,0,0,91.1,90,179.3,115,300.7,89,11.9,8,2,0,47.47,False,False
117,0,0,0,168.8,137,241.4,107,204.8,106,15.5,4,0,0,62.629999999999995,True,False
126,0,0,0,226.2,88,140.3,114,208.9,110,6.4,2,0,0,61.51,True,False
132,0,0,0,191.9,107,206.9,127,272.0,88,12.6,2,1,0,65.85,False,True
81,0,1,28,167.9,147,190.7,105,193.0,103,9.2,6,4,1,55.919999999999995,True,False
122,0,0,0,180.0,88,145.0,77,233.7,120,11.5,6,2,0,56.56,True,False
46,0,0,0,257.4,67,261.1,91,204.4,107,13.4,5,2,1,78.77000000000001,False,False
99,0,0,0,159.7,83,155.4,121,255.7,114,8.4,3,1,0,54.14,False,False
87,0,0,0,237.2,124,222.6,87,173.3,81,11.0,3,1,0,70.01,False,False
108,0,0,0,103.0,129,242.3,103,170.2,89,7.9,3,1,0,47.9,True,False
53,0,0,0,205.1,86,160.5,95,149.5,142,10.7,2,3,0,58.129999999999995,True,False
144,1,0,0,150.0,69,285.9,73,190.6,121,9.4,15,0,0,60.919999999999995,True,False
91,0,1,23,232.4,97,186.0,88,190.5,128,12.3,3,3,0,67.21,False,True
58,0,0,0,165.4,100,115.7,87,193.8,118,12.8,5,2,0,50.13,False,False
5,0,0,0,199.2,106,187.3,12,214.0,85,13.3,3,3,0,63.0,True,False
97,0,0,0,217.6,81,320.5,51,150.7,110,4.2,3,0,0,72.14,False,False
142,0,1,30,154.0,75,165.8,97,270.0,83,10.8,5,1,0,55.339999999999996,True,False
9,0,1,31,193.8,130,202.6,98,191.2,102,13.3,2,1,0,62.36,False,False
73,0,0,0,175.4,130,248.1,105,122.4,85,12.2,4,0,0,59.709999999999994,True,False
43,0,0,0,230.2,147,186.7,121,128.4,100,9.2,3,0,0,63.26,False,False
122,0,1,33,174.9,103,248.2,105,164.6,116,13.5,3,1,1,61.88999999999999,False,False
93,0,0,0,190.2,68,262.2,64,130.0,92,8.8,4,0,0,62.85,True,False
85,0,0,0,176.4,122,224.9,123,219.6,50,11.5,1,1,0,62.1,True,False
87,0,0,0,228.7,90,163.0,99,154.1,90,11.8,3,1,0,62.86,True,False
137,0,0,0,144.0,90,181.6,100,128.1,93,12.3,2,0,0,49.0,False,False
21,0,1,31,135.9,90,271.0,84,179.1,89,9.5,7,6,0,56.77,False,True
104,0,0,0,130.5,77,131.2,117,264.7,63,13.0,6,0,0,48.76,True,False
93,0,1,21,134.2,105,162.5,128,186.6,90,11.8,2,4,1,48.209999999999994,False,False
63,0,0,0,278.0,102,266.4,114,224.1,118,13.1,4,4,1,83.52000000000001,True,False
161,0,0,0,105.4,70,214.8,122,223.6,126,7.8,5,0,0,48.35000000000001,True,False
103,0,1,24,111.8,85,239.6,102,268.3,81,6.9,4,1,0,53.31,False,False
84,0,1,33,159.1,106,149.8,101,213.4,108,13.0,18,1,0,52.89,True,False
92,0,0,0,212.4,105,224.6,118,221.3,105,9.0,4,1,0,67.59,False,True
77,0,0,0,142.3,112,306.3,111,196.5,82,9.9,1,1,0,61.74000000000001,True,False
64,1,0,0,346.8,55,249.5,79,275.4,102,13.3,9,1,1,96.15,True,False
159,0,1,15,113.9,102,145.3,146,195.2,137,11.8,9,1,0,43.68,True,False
110,1,1,27,267.9,103,263.3,74,178.1,106,8.3,2,1,1,78.17,True,False
138,0,0,0,171.4,117,115.2,128,224.5,115,17.0,4,3,0,53.620000000000005,False,True
178,0,0,0,275.4,150,187.5,62,147.1,126,13.6,3,1,0,73.05,False,False
38,0,1,31,197.2,118,249.9,70,298.9,104,3.9,2,0,0,69.26,True,False
45,0,1,26,91.7,104,150.6,119,63.3,103,7.7,5,1,0,33.32,False,True
70,0,0,0,126.3,99,141.6,106,255.9,96,9.6,2,0,0,47.620000000000005,False,True
147,0,1,33,251.5,107,234.1,110,213.4,87,10.4,6,3,0,75.07,False,True
94,0,0,0,190.6,108,152.3,95,144.7,97,7.5,5,1,0,53.88999999999999,False,True
179,0,0,0,116.1,101,201.8,99,181.9,103,11.6,5,0,0,48.21,False,True
59,0,0,0,179.4,80,232.5,99,175.8,105,14.7,3,0,0,62.14,False,True
165,0,0,0,207.7,109,164.8,94,54.5,91,7.9,3,0,0,53.900000000000006,True,False
133,0,0,0,277.3,138,228.4,117,117.3,103,12.8,4,2,1,75.28999999999999,False,False
140,0,0,0,125.3,84,167.6,121,260.6,94,8.4,4,1,0,49.550000000000004,True,False
93,0,1,32,138.1,91,167.3,72,238.9,115,6.8,3,2,0,50.290000000000006,False,False
64,0,1,27,201.3,101,143.8,89,150.2,127,12.3,3,1,0,56.519999999999996,True,False
48,0,0,0,190.4,92,317.5,85,133.4,113,8.3,4,2,0,67.6,True,False
181,0,0,0,143.3,91,195.5,58,223.3,95,6.0,7,1,0,52.65,False,False
168,0,1,42,97.4,57,203.6,98,173.9,124,11.4,2,2,0,44.779999999999994,True,False
155,0,0,0,181.4,111,167.7,92,168.5,122,11.3,3,3,0,55.72,True,False
11,0,0,0,143.4,130,289.4,50,194.0,100,9.7,6,2,0,60.330000000000005,True,False
182,0,0,0,104.9,111,198.5,120,258.2,91,8.0,5,2,0,48.480000000000004,True,False
102,0,0,0,114.8,125,81.9,126,304.3,101,12.0,4,0,0,43.410000000000004,True,False
122,0,0,0,232.5,96,205.5,120,213.7,91,11.9,2,0,0,69.83,True,False
41,0,0,0,143.6,117,152.4,108,194.4,110,8.6,3,1,0,48.43,True,False
132,0,0,0,176.7,132,244.1,80,176.3,120,9.1,4,2,0,61.18,True,False
76,0,0,0,263.4,148,230.3,69,170.6,101,11.4,5,1,1,75.11999999999999,True,False
115,0,1,33,145.0,72,194.5,157,242.3,138,14.2,3,2,0,55.91,True,False
154,0,0,0,166.9,99,154.9,97,189.4,89,7.2,5,0,0,52.0,False,True
100,0,0,0,142.5,87,195.7,88,122.1,117,7.8,8,2,0,48.46,False,True
146,1,0,0,133.0,65,262.8,93,214.3,128,11.2,3,1,0,57.61000000000001,False,True
67,0,1,28,95.0,94,291.2,73,159.6,114,10.0,2,2,0,50.78,True,False
161,1,0,0,194.2,106,249.4,105,254.9,129,12.9,1,1,1,69.16,False,True
70,0,0,0,222.8,114,215.9,113,223.5,122,0.0,0,1,0,66.29,True,False
99,0,1,42,216.0,125,232.3,104,215.5,100,9.3,4,2,1,68.68,True,False
87,0,0,0,146.3,108,171.8,102,167.5,66,5.3,9,1,0,48.44,True,False
87,0,0,0,234.8,85,140.9,91,204.3,93,9.5,5,1,0,63.660000000000004,False,True
70,0,0,0,198.6,111,213.9,115,171.2,105,10.6,6,2,0,62.5,False,False
119,0,1,32,142.6,77,208.2,126,171.0,102,12.0,2,3,0,52.87,False,False
87,1,0,0,134.2,80,165.0,71,173.1,102,10.7,5,0,0,47.519999999999996,False,True
112,0,0,0,111.9,92,114.0,143,146.8,79,14.1,3,5,1,39.13,True,False
75,0,0,0,122.8,89,211.3,104,261.4,91,10.7,2,2,0,53.49,True,False
150,0,0,0,189.3,77,220.9,105,238.7,117,9.2,5,4,0,64.18,False,True
161,0,1,38,240.4,112,201.8,102,206.1,112,16.1,6,0,0,71.63999999999999,False,True
91,1,1,24,93.5,112,183.4,128,240.7,133,9.9,3,0,0,44.99,False,True
124,0,0,0,158.6,104,211.2,77,179.3,104,10.2,8,3,0,55.73,True,False
158,0,0,0,220.9,129,242.2,108,233.3,75,6.4,5,0,0,70.37,False,True
102,0,0,0,144.4,87,266.5,128,217.6,59,7.1,7,0,0,58.910000000000004,True,False
85,0,0,0,212.3,107,228.4,103,163.3,116,7.7,3,0,0,64.93,False,True
79,0,0,0,147.0,72,165.7,102,243.2,107,8.4,9,1,0,52.28,False,True
139,0,1,25,96.2,112,178.9,70,182.1,84,12.9,10,2,0,43.23,False,True
103,0,0,0,263.4,118,179.1,69,214.7,112,10.3,2,0,0,72.44,True,False
98,1,0,0,12.5,67,256.6,90,169.4,88,7.7,9,1,0,33.64,True,False
78,0,0,0,162.3,116,192.4,86,240.6,100,10.1,3,2,0,57.49999999999999,False,False
50,0,0,0,183.6,107,58.6,118,202.6,99,8.7,3,1,0,47.66,False,False
86,0,1,38,123.0,158,133.9,119,138.2,103,13.3,4,1,0,42.099999999999994,True,False
92,0,0,0,208.0,125,198.9,76,76.4,97,8.6,6,0,0,58.029999999999994,False,True
174,0,0,0,239.2,72,188.5,124,105.6,116,8.8,3,1,0,63.809999999999995,True,False
124,0,0,0,193.0,97,89.8,99,172.8,104,15.3,3,1,0,52.35000000000001,False,True
190,0,1,26,116.7,71,145.9,88,175.1,103,9.9,3,1,0,42.790000000000006,True,False
101,0,0,0,93.8,127,150.0,104,241.1,116,10.7,2,1,0,42.44,False,True
185,1,1,30,154.1,114,118.7,106,258.4,105,12.9,3,2,0,51.4,True,False
68,0,1,29,239.5,82,203.8,105,167.8,70,9.9,6,0,0,68.26,True,False
117,0,1,25,216.0,140,224.1,69,267.9,112,11.8,4,0,0,71.02,False,True
118,0,0,0,187.4,97,177.8,89,233.4,97,12.2,6,1,0,60.76,False,False
124,0,0,0,167.4,119,233.2,143,109.6,115,10.3,5,0,0,55.99,True,False
22,0,0,0,160.4,108,218.1,88,192.9,115,12.5,4,1,0,57.870000000000005,False,True
75,0,0,0,143.2,92,209.1,142,173.0,96,11.9,9,1,0,53.11,True,False
164,0,1,25,219.1,88,151.5,99,50.1,60,14.3,6,1,0,56.24,False,False
177,0,0,0,232.8,106,175.2,97,212.2,77,12.5,7,2,0,67.39999999999999,True,False
110,0,0,0,162.0,81,247.5,89,155.5,99,8.9,8,0,0,57.98,False,False
158,0,0,0,209.9,112,221.3,82,210.0,93,8.2,3,1,0,66.14999999999999,False,False
114,0,0,0,191.5,88,175.2,78,220.3,118,0.0,0,0,0,57.36,True,False
64,0,1,19,291.1,150,226.7,123,219.1,67,7.5,2,1,0,80.65,False,False
111,0,0,0,255.9,97,204.1,129,171.3,84,12.3,5,3,0,71.88,True,False
60,0,0,0,252.7,97,221.1,121,109.9,100,12.4,4,2,0,70.05,False,False
113,0,0,0,132.1,72,247.5,107,246.2,123,6.9,6,3,0,56.44,False,False
109,0,0,0,217.0,115,207.0,142,268.0,106,8.2,4,1,0,68.75999999999999,False,False
105,0,1,42,101.9,79,223.1,97,241.6,77,12.9,2,0,0,50.629999999999995,False,True
85,0,0,0,211.5,100,184.6,88,164.3,131,13.3,4,2,0,62.629999999999995,False,True
131,0,0,0,153.4,86,198.5,81,164.4,83,10.4,3,0,0,53.160000000000004,False,True
59,0,0,0,166.3,95,239.3,87,123.2,108,10.0,3,2,0,56.85,False,True
148,0,0,0,185.2,87,170.4,96,165.1,104,9.5,13,1,0,55.96,False,False
210,0,0,0,104.6,121,149.5,71,255.1,67,6.5,8,2,0,43.73,False,False
106,0,0,0,274.4,120,198.6,82,160.8,62,6.0,3,1,0,72.39,False,True
57,0,1,29,279.9,121,223.1,109,251.7,94,13.0,2,1,0,81.38,True,False
98,0,0,0,187.2,127,195.6,88,181.8,129,5.1,4,1,0,58.010000000000005,False,True
157,0,0,0,276.2,95,165.8,119,151.6,79,2.2,4,3,0,68.45000000000002,True,False
116,0,1,35,200.4,104,272.8,89,214.5,100,8.3,4,1,0,69.15,True,False
30,0,0,0,162.3,96,244.0,122,180.1,89,9.1,4,2,0,58.89,False,True
111,0,0,0,176.9,128,102.8,56,213.7,84,10.5,2,4,1,51.269999999999996,False,True
52,0,0,0,165.5,78,205.5,89,213.6,124,12.2,6,0,0,58.51,True,False
135,0,1,28,201.4,100,246.5,117,154.8,131,12.9,4,2,1,65.64,False,True
86,0,0,0,190.5,115,179.6,130,258.5,89,10.1,5,3,0,62.019999999999996,False,True
151,0,0,0,235.9,104,80.6,91,212.8,116,5.8,2,3,0,58.1,False,True
117,0,0,0,144.6,115,258.8,66,253.2,113,7.4,9,2,0,59.97,True,False
82,0,0,0,101.0,93,155.6,104,304.4,93,13.3,2,0,0,47.69,False,False
152,0,0,0,206.3,98,292.8,82,43.7,121,10.6,4,1,0,64.79,True,False
108,0,1,15,165.1,85,267.0,93,250.7,114,10.9,4,1,0,64.99,False,False
98,0,0,0,165.0,129,202.6,113,172.3,94,12.5,7,1,1,56.4,False,False
47,0,0,0,155.3,116,188.2,85,247.0,73,12.3,4,3,0,56.839999999999996,True,False
189,0,0,0,208.3,106,236.7,123,179.1,120,11.3,5,3,0,66.64,True,False
159,0,0,0,189.1,105,246.1,147,242.0,106,10.4,5,1,1,66.77,True,False
11,0,1,24,131.5,98,230.2,111,283.7,87,10.0,3,2,0,57.400000000000006,False,False
111,0,0,0,142.3,75,122.8,106,229.5,94,12.8,9,2,0,48.42,False,False
99,0,1,19,87.7,103,223.0,86,182.3,112,7.3,4,2,0,44.040000000000006,False,False
114,1,1,31,174.5,104,224.2,92,116.3,91,12.3,10,2,0,57.28000000000001,True,False
71,0,0,0,103.3,103,138.5,79,164.8,98,9.0,2,2,0,39.18,True,False
100,0,1,25,246.6,94,141.4,112,189.8,109,13.0,5,1,0,65.99,False,False
83,0,1,37,78.5,109,210.5,101,179.7,102,11.8,4,1,0,42.519999999999996,True,False
64,0,0,0,148.1,73,164.9,101,216.0,125,12.3,2,5,1,52.24,False,False
105,0,0,0,206.2,84,256.4,138,117.1,91,9.0,3,1,0,64.54,False,False
144,0,1,33,251.6,87,197.6,118,209.2,97,12.2,3,2,0,72.27000000000001,True,False
106,1,1,26,270.3,111,215.2,90,254.0,133,14.4,7,1,1,79.56000000000002,True,False
19,0,1,34,156.6,97,224.2,97,260.9,135,11.3,1,1,0,60.47,False,True
46,0,0,0,139.4,81,223.7,113,173.1,77,13.6,6,1,0,54.17,False,False
127,0,0,0,220.2,108,188.4,124,172.7,113,11.7,3,2,0,64.36999999999999,False,True
9,0,1,39,214.1,108,169.2,115,189.7,117,10.1,3,1,0,62.05,True,False
157,0,0,0,196.0,74,213.4,96,196.8,81,7.9,6,1,0,62.45,True,False
105,0,0,0,106.4,71,240.1,83,147.7,114,5.3,4,6,1,46.58,True,False
31,0,0,0,177.3,129,152.8,105,162.9,92,5.1,2,0,0,51.84,True,False
95,0,1,32,262.2,123,165.2,82,194.3,57,10.6,5,0,0,70.21,False,False
132,0,0,0,193.3,106,128.3,94,162.1,119,11.6,4,5,1,54.19,True,False
119,0,1,24,217.2,94,138.7,52,139.3,85,11.3,4,0,0,58.03,False,False
16,0,0,0,209.5,89,172.8,85,94.1,102,8.8,4,1,0,56.919999999999995,False,False
99,0,0,0,95.4,105,207.2,101,136.0,117,5.6,5,1,0,41.459999999999994,False,False
76,0,1,26,214.6,110,205.2,87,134.6,140,8.1,2,1,0,62.17,False,False
167,0,0,0,131.6,120,211.3,96,168.3,97,11.1,4,4,1,50.9,True,False
129,0,0,0,168.4,117,217.1,129,81.6,100,11.8,7,1,0,53.94,True,False
116,0,0,0,146.4,123,176.6,113,212.6,102,7.8,5,1,0,51.58,False,False
60,1,0,0,183.0,110,206.7,93,203.8,119,11.1,6,1,0,60.85,True,False
47,0,1,28,112.2,70,154.8,106,166.7,105,10.6,2,0,0,42.59,False,False
40,1,0,0,170.7,55,179.1,108,281.9,89,8.2,9,3,0,59.14,False,True
173,0,0,0,172.5,78,142.6,91,102.0,63,10.9,2,0,0,48.97999999999999,False,True
157,0,1,30,194.3,107,243.2,108,322.2,114,7.1,5,1,0,70.12,False,True
66,0,1,32,187.8,117,129.8,90,132.3,113,12.0,3,2,0,52.150000000000006,False,False
50,1,1,26,307.1,94,289.4,78,174.9,109,8.0,3,0,0,86.84,True,False
72,0,0,0,118.2,106,167.2,136,214.2,106,12.2,3,3,0,47.23,True,False
130,0,0,0,154.0,95,205.9,106,233.7,75,12.9,1,1,0,57.68,False,True
143,0,0,0,155.5,101,213.4,89,237.9,61,7.6,11,1,0,57.339999999999996,False,False
32,0,0,0,157.9,88,180.8,132,132.5,102,12.8,3,1,0,51.63,False,False
166,0,0,0,203.4,81,167.7,110,132.0,124,9.2,5,2,0,57.24999999999999,True,False
72,0,1,39,92.8,98,271.2,115,167.1,83,5.8,7,1,0,47.919999999999995,False,False
134,0,1,32,216.8,78,102.2,111,174.0,83,8.6,2,0,0,55.699999999999996,True,False
13,0,0,0,193.2,89,194.4,90,186.5,104,9.7,2,4,0,60.37,True,False
90,0,0,0,113.2,108,189.3,63,271.8,124,14.1,4,3,0,51.370000000000005,True,False
111,0,1,36,166.2,54,238.8,109,108.8,92,11.2,2,3,0,56.47,True,False
101,0,1,23,262.2,101,157.0,80,129.1,100,7.3,14,1,0,65.7,False,False
72,0,0,0,207.8,92,195.7,110,184.8,124,13.1,4,0,0,63.81999999999999,True,False
67,0,1,35,245.4,89,148.2,102,274.0,136,7.5,6,1,0,68.68,False,True
172,0,0,0,287.1,108,178.4,125,153.2,98,14.4,2,3,1,74.75,False,False
154,0,1,32,192.3,82,165.3,134,205.0,74,9.0,1,2,0,58.4,False,True
69,0,0,0,194.2,122,242.1,81,215.8,80,9.7,3,2,0,65.92,False,True
123,0,0,0,211.0,92,217.0,102,214.8,104,9.8,7,3,0,66.64,True,False
130,0,1,12,141.9,92,228.9,102,195.1,101,8.7,5,0,0,54.71,True,False
142,0,1,26,220.5,94,239.5,126,254.3,109,5.9,9,2,0,70.88000000000001,True,False
87,0,1,28,143.5,106,223.5,147,175.4,69,11.2,5,0,0,54.31,False,False
149,0,0,0,156.0,56,56.0,116,163.3,104,8.9,8,0,0,41.03,True,False
146,1,0,0,160.1,63,208.4,112,177.6,98,9.2,3,2,0,55.4,False,False
88,1,0,0,235.1,98,251.8,79,285.9,76,7.2,2,4,1,76.17999999999999,True,False
48,0,0,0,188.4,63,165.9,89,205.7,71,13.2,2,1,0,58.95,False,True
135,0,0,0,194.8,97,235.3,118,174.4,126,11.0,3,1,0,63.94,True,False
100,0,0,0,247.8,117,130.0,95,134.3,125,6.9,2,1,0,61.080000000000005,False,True
